,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,60.7553132,0.6540749,8.0784938,6.6176910,0.051921688,132.9559257,P1 Final
0,40.35949896,0.6730537,6.3514747,5.5604406,0.090950259,132.9559257,P2 Final
0,63.6299816,0.8610182,7.9155838,6.9399897,0.022355412,132.9559257,P3 Final
0,71.8978724,0.8942619,7.0395299,5.8985550,0.018485717,132.9559257,P4 Final
0,31.88137512,0.9472814,2.2199639,1.9670107,0.012130675,132.9559257,P5 Final
