P1_VMF0,Predict-P1_VMF0,P2_VMF0,Predict-P2_VMF0,P3_VMF0,Predict-P3_VMF0,P4_VMF0,Predict-P4_VMF0,P5_VMF0,Predict-P5_VMF0,P1_VMF1,Predict-P1_VMF1,P2_VMF1,Predict-P2_VMF1,P3_VMF1,Predict-P3_VMF1,P4_VMF1,Predict-P4_VMF1,P5_VMF1,Predict-P5_VMF1,P1_VMF2,Predict-P1_VMF2,P2_VMF2,Predict-P2_VMF2,P3_VMF2,Predict-P3_VMF2,P4_VMF2,Predict-P4_VMF2,P5_VMF2,Predict-P5_VMF2,P1_VMF3,Predict-P1_VMF3,P2_VMF3,Predict-P2_VMF3,P3_VMF3,Predict-P3_VMF3,P4_VMF3,Predict-P4_VMF3,P5_VMF3,Predict-P5_VMF3
134.27983,163.87097,645.85016,664.0241,731.1916,730.7422,347.5551,338.50055,159.34221,155.59113,0.6071813,0.5946004,0.03371004,0.014061788,9.4811325,8.036959,-1.0895675,-1.1467108,-0.056779593,-0.021868836,-0.04669318,0.010704031,-7.7885314e-05,0.020908762,-0.6156092,-0.5866614,0.015252782,-0.040961936,0.0010781869,-0.1574094,-0.005628637,0.02958513,-0.039256513,0.02309576,0.03998938,-0.08196871,0.0120575065,-0.06544839,0.022856014,-0.13549952
134.35483,163.76845,645.9855,664.00336,731.361,730.87756,347.43744,338.49146,159.18233,155.52159,0.5970011,0.5786599,0.058718283,0.03687533,9.368241,8.001717,-1.0546168,-1.1172241,-0.08453997,-0.050824504,-0.078247376,-0.025145836,-0.0010899062,0.02091441,-0.76427996,-0.7376124,0.014983377,-0.04191702,0.00046420645,-0.1570169,0.011708358,0.029992538,-0.036309417,0.012764326,0.078860775,-0.0632481,-0.0017745661,-0.061992683,0.025773373,-0.22270162
134.43025,163.66415,646.12146,663.9821,731.5511,731.0077,347.32425,338.48608,159.02011,155.44827,0.58785456,0.5671644,0.08681495,0.061716575,9.27532,7.9597335,-1.0148966,-1.0827849,-0.11367531,-0.07987087,-0.10372499,-0.0509205,-0.0024583235,0.020865355,-0.88712686,-0.8905725,0.014230997,-0.034254372,0.004992157,-0.15776841,0.009295432,0.030506384,-0.026439385,0.003625247,0.15152426,-0.06492194,-0.014917753,-0.05750455,0.023621123,-0.35812947
134.50471,163.56659,646.2554,663.96344,731.73834,731.1502,347.2173,338.48077,158.8551,155.37263,0.57812107,0.55676496,0.11484019,0.08971093,9.178512,7.9250855,-0.9690023,-1.0438975,-0.14440572,-0.11061053,-0.12397028,-0.071641445,-0.006396036,0.020816432,-1.008806,-1.0165467,0.01629853,-0.025761032,0.005221625,-0.15866326,-0.0089286,0.030476576,-0.013977667,0.012728104,0.22741093,0.020330615,-0.008701031,-0.057782423,0.015975744,-0.3335887
134.57884,163.47209,646.3892,663.9461,731.9215,731.29407,347.11362,338.47806,158.69028,155.29256,0.56833833,0.5456105,0.14475931,0.11798255,9.07612,7.887615,-0.9204209,-0.9981348,-0.1730188,-0.14334908,-0.13753372,-0.08433839,0.006842091,0.02069335,-1.1316708,-1.1257215,0.018134952,0.0008672572,-0.0066647893,-0.16111003,-0.008816059,0.030054245,0.0024631794,0.03420052,0.29789707,0.1460753,0.00036772186,-0.061644923,0.008268613,-0.18889068
134.65489,163.37782,646.5223,663.92633,732.08185,731.43536,347.01276,338.47516,158.52658,155.21149,0.56062645,0.534273,0.17525086,0.1482347,8.949154,7.8473825,-0.8702351,-0.9496401,-0.19787674,-0.17348386,-0.14182775,-0.1053244,0.0096709095,0.021031411,-1.2753435,-1.3161459,0.019226527,-0.07513565,-0.009315603,-0.15335813,0.008875335,0.030216232,0.019304363,0.046166494,0.3374126,0.21975362,0.0022105447,-0.060586683,0.0036890968,-0.19640231
134.72603,163.27997,646.6493,663.90826,732.2395,731.55896,346.91605,338.47287,158.36722,155.1286,0.54759705,0.52515763,0.20027092,0.17940713,8.818439,7.795958,-0.81734276,-0.89936256,-0.21518047,-0.19985715,-0.14530998,-0.110432506,-0.0143567305,0.021096267,-1.4176033,-1.4842197,0.021798776,-0.09054814,0.011156459,-0.15171799,-0.002726352,0.030859394,0.027675502,0.046325427,0.3705765,0.2188435,0.00707309,-0.05526346,0.006630253,-0.347311
134.79756,163.18523,646.7779,663.8894,732.39905,731.6836,346.82556,338.4708,158.20741,155.04504,0.53455156,0.5101363,0.2276277,0.20519388,8.689177,7.741155,-0.76004034,-0.8452267,-0.22997402,-0.2184018,-0.14220002,-0.093560286,0.00073128036,0.020448245,-1.5519835,-1.5194836,0.027940478,0.053719547,-0.0035127124,-0.16595644,-0.0070230113,0.030594885,0.03663696,0.06156272,0.40589604,0.2823475,0.012059508,-0.057708267,0.0094557395,-0.24633119
134.86597,163.09422,646.90106,663.87286,732.5679,731.81116,346.73346,338.47156,158.049,154.95987,0.51760536,0.49515346,0.24956657,0.23358592,8.569219,7.685166,-0.7070497,-0.78648096,-0.2402978,-0.23446518,-0.13698299,-0.10220195,0.010521301,0.020847926,-1.6696118,-1.73443,0.027364613,-0.027607337,-3.6280664e-05,-0.15696977,0.0066527096,0.030552037,0.036854506,0.0720604,0.4526217,0.32987574,-0.010571346,-0.058247156,0.012259537,-0.20742984
134.93054,163.00551,647.0219,663.8547,732.7508,731.9438,346.64825,338.47076,157.88959,154.87408,0.4958658,0.47575575,0.26911467,0.25652507,8.4636,7.6313405,-0.6496423,-0.7318701,-0.24867293,-0.24574739,-0.1306856,-0.10716695,0.00018082942,0.021115277,-1.7652502,-1.9176883,0.030440344,-0.08781161,0.0039099394,-0.15106718,0.019099887,0.030912528,0.032900263,0.062827915,0.512092,0.35070434,-0.015785707,-0.054965466,0.010274769,-0.3118656
