,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,30.8543,0.9568,1.7862,1.3075,0.005314846,39.3531,P1 Final
0,32.79217408,0.972392742,1.635016779,1.259953551,0.005110,39.35306835,P2 Final
0,30.5020052,0.915664475,2.610170698,2.261336368,0.009532266,39.35306835,P3 Final
0,21.65855088,0.941861585,1.573057476,1.094971866,0.01299612,39.35306835,P4 Final
0,17.67382552,0.983560679,0.600788072,0.497028156,0.008096409,39.35306835,P5 Final
