P1-VMF0,P1-VMF1,P1-VMF2,P1-VMF3,P2-VMF0,P2-VMF1,P2-VMF2,P2-VMF3,P3-VMF0,P3-VMF1,P3-VMF2,P3-VMF3,P4-VMF0,P4-VMF1,P4-VMF2,P4-VMF3,P5-VMF0,P5-VMF1,P5-VMF2,P5-VMF3
154.5054058673025,3.615665028539352,-0.5488570189888577,-0.053322369451002986,616.4544967263805,1.57774895955076,-0.04086898269768947,-0.08317899953184224,614.5813089290095,17.37375361281863,0.17651664758084432,-0.937948785075043,324.3539967052176,4.403993299309232,0.09319835134683706,-0.10135714086147424,163.83427632161352,0.9122052011231282,-0.008352105151550182,0.2130095014336034
154.51270841688952,3.6345615126237223,-0.48783116183288067,0.031391290844762755,616.4518420861475,1.5762551155446758,0.04159934381537816,-0.024630370578224786,614.6147782486438,17.398431962921936,0.22207860739811433,-0.841421421539257,324.3579608488719,4.407629363152353,0.1379214042587832,0.020882564477759838,163.82406717986626,0.9157582514997299,0.021656037057461875,0.20999199310743477
154.5001596913474,3.643453265817518,-0.40331570333272354,0.0030434080187127953,616.4275406376347,1.5515395043975377,0.001001621938478601,0.052018671637925014,614.6240723722306,17.38837027182281,0.2503598038357004,-0.7281332914137684,324.3234798373592,4.368877549118672,0.16613524571624838,0.03648776938954938,163.8020157479306,0.9210756364530251,-0.014859555852990747,0.2003632570034017
154.4912616642454,3.6660189779919086,-0.2759950868803309,-0.01149613637632398,616.4016554635202,1.5240418489305252,-0.021995313538772668,0.1498882029123244,614.6402239768349,17.374659080384383,0.29222508976268197,-0.573911982974742,324.28773735347824,4.326566535382815,0.21513087910274084,0.06510467909116972,163.77292678440068,0.9330528251060147,-0.009829344232657387,0.18695630337997568
154.46995017510287,3.684586836529473,-0.13529636378115198,0.004670475035586516,616.3476932508453,1.4634895268547077,-0.015089474894308728,0.20753220550595397,614.6434398095229,17.336809299575275,0.32555959253603545,-0.4136499645516512,324.22479840457015,4.2528363406445004,0.24385553697789394,0.06315352027306556,163.7291413031349,0.9427972553601885,0.011714055401734891,0.15501646359831092
154.4319609855015,3.6934241452449434,0.001103071707998503,0.01511897091688056,616.2767298410295,1.3810606878882126,0.05955121920300188,0.21971548408003097,614.6304918020804,17.271302491350163,0.3459353091158544,-0.26169668564232534,324.1335160256937,4.146299924441482,0.24330772650139074,0.0194020528448907,163.66553363502172,0.9442172013982207,0.01583047518457839,0.09526792211491845
154.37450318470275,3.6885933332690266,0.11900449413208355,0.00726783437332003,616.184377447964,1.2723149045353184,0.05472078312762903,0.17366412408171478,614.6059934103362,17.182943212331224,0.358141614691191,-0.11874405636594301,324.02120939976214,4.015625731643305,0.2214196264541182,-0.02331456153138297,163.58399797762902,0.9394769491186484,0.01613234830208051,0.013765105030075478
154.29097610285123,3.6625291206826147,0.2027561843816217,0.002414311451652444,616.0654585058596,1.1331063635024896,-0.05873139160060869,0.07017048398011166,614.5617455410268,17.063975284148473,0.3548902210721825,0.005562194792732827,323.874956760348,3.848975164401854,0.16712520818922075,-0.05560090414507831,163.48755009971086,0.9324476941870042,-0.03156084629475408,-0.07652588726807359
154.18300684661463,3.6168929910593364,0.25147077865132583,0.04343254399170557,615.9365800413093,0.9845490027550167,-0.041384199024821794,-0.046091348513376575,614.5514440529515,16.96976305814381,0.39416555342251236,0.175389854891863,323.718782032143,3.6745757733477857,0.12026160504480515,0.018049863362863246,163.378331211888,0.9260779588671517,-0.023287981518255303,-0.16128103264583604
154.0625095783538,3.56445975397046,0.2802691727025616,0.0795939663193643,615.8028619879855,0.8352850302813143,0.05938174389289982,-0.142422344809963,614.5538137259343,16.878628199841625,0.4530108752702433,0.3581509787920487,323.55400758142815,3.4963679554914404,0.09093016046030708,0.09096407051055798,163.25627687286985,0.920708289200067,0.0635223186070755,-0.22907046699995534
