P1-VMF0,P1-VMF1,P1-VMF2,P1-VMF3,P2-VMF0,P2-VMF1,P2-VMF2,P2-VMF3,P3-VMF0,P3-VMF1,P3-VMF2,P3-VMF3,P4-VMF0,P4-VMF1,P4-VMF2,P4-VMF3,P5-VMF0,P5-VMF1,P5-VMF2,P5-VMF3
49.40386417120043,-0.5219720466627953,-0.13535811153831712,0.0065061549173571565,88.0163553063586,-2.8529095622820413,0.316520925654261,-0.12386068904444127,132.13185004061606,-0.9523712236407346,-0.24615426106324076,0.009254627881591048,96.78397358599888,1.468832794689483,0.5536094433955825,0.08357840202551889,44.59980271191677,-1.0360190281255675,-0.4827006236775558,-0.34718897060299625
49.40568950922667,-0.5158019754102025,-0.12094381383335352,-0.013094352867741387,88.007920618338,-2.8614785158427,0.3077947568578545,-0.13244327587814167,132.1369189419447,-0.9408720409521576,-0.2267826126812782,-0.01819202365546522,96.76427773018801,1.447584663697679,0.5294532542743828,0.05583590230039309,44.601341881880295,-1.0341077031448023,-0.4791042324533353,-0.33694754066159216
49.40969713789175,-0.5031805117844107,-0.09351679376455171,0.004638629167480546,88.00683260766692,-2.862593590922754,0.30685016011778277,-0.1317164550437671,132.14793484395867,-0.9172263149249246,-0.18887345426013086,-0.035849122015098274,96.74894484757874,1.4298596900622296,0.5074920725432535,0.02975508236125096,44.605481745774,-1.0292157042762076,-0.4708407252589956,-0.31561337175610427
49.415499922657744,-0.4847110552279774,-0.05711327849017044,0.006935096159177205,88.00898109420054,-2.860342934437057,0.3096440765451889,-0.12558663711044527,132.16222631664107,-0.8848475597601472,-0.13933918480464103,-0.02196752756937549,96.74251072843542,1.4205456942662118,0.49345332966328526,0.012908608275672799,44.612379753591064,-1.02121685271856,-0.4578617208381666,-0.28386501419689697
49.42331705699594,-0.4604703403253287,-0.01624205074140688,-0.01134186226047643,88.01779498982917,-2.8512936092164627,0.31960783344203136,-0.11069335892017819,132.17545574823737,-0.8489934559242405,-0.0877837449749751,0.013050632767187655,96.73732126550807,1.4119393990964242,0.47960827357758956,-0.0021620538322866876,44.621731235187504,-1.0104895698420462,-0.44070828146169533,-0.2434791120679222
49.43267672160186,-0.4313879158547525,0.023015290394859972,0.0012001563067652913,88.02686310084431,-2.8420015377388457,0.3298802627543614,-0.09486758566036504,132.1914894048798,-0.8063208012635815,-0.034287073666621454,0.05106803361596929,96.73259932181051,1.403254262314523,0.465213816388433,-0.01587648761300844,44.63248105175569,-0.9982308269276605,-0.4208658354783109,-0.1977775392541074
49.441915920081435,-0.3997307664468275,0.053460887778275776,0.009668003480135473,88.0298498151234,-2.838939302623364,0.3336973260457199,-0.08581078698452804,132.20245877679278,-0.765806237243807,0.00770615900133059,0.04127393647816882,96.72934851683637,1.3955200537382957,0.45141289618189817,-0.02669300446710521,44.63618173436215,-0.9931110373166921,-0.40743173613952105,-0.15820964676925403
49.450393475934234,-0.36663403426686875,0.07131749000023521,-0.003978558578063858,88.03435986288937,-2.8344689395495424,0.33874677632373545,-0.0757928457114191,132.20806424772195,-0.7281148252251429,0.035608180046155694,-0.0023413629686308644,96.72643836366134,1.387568555070741,0.4370119943109754,-0.03569712607612836,44.63828051169801,-0.9896509305438095,-0.3949156741320706,-0.11999924582288521
49.45989576957024,-0.33054050236745197,0.07880534408999185,-0.0046958466831985134,88.03247028457832,-2.8365898927633184,0.33686643579670345,-0.07347011701553052,132.21966823453693,-0.6814908404289894,0.06189723121689665,-0.01611631209543281,96.71800980323134,1.3734776986832966,0.41601526682868256,-0.04888876461452668,44.63861521711097,-0.9879856374086532,-0.3834427409751073,-0.08386655949040292
49.474085694996305,-0.288023831749935,0.08143505291615613,-0.0008972325787923167,88.03179223014824,-2.8375869343133426,0.3359709744577208,-0.07037638976785605,132.22411639395656,-0.6399102065110605,0.07115265046678246,-0.02352644799626168,96.71487337616968,1.3642995244967515,0.4000450005277487,-0.05356728570576871,44.640514026186594,-0.9847279344733388,-0.3695602594616501,-0.046681310414547476
