P1,P2,P3,P4,P5,Predict-P1,Predict-P2,Predict-P3,Predict-P4,Predict-P5
134.83458872,645.8445548,740.09707416,346.49293936000004,159.30918136,162.62419,664.76355,740.69183,339.43185,155.17757
134.88538592,646.0067715199999,740.04374192,346.39595128,159.12420792,162.5007,664.7495,740.66284,339.41315,155.05695
134.92358592,646.17942672,740.0907469599999,346.30874872,158.93486199999998,162.39334,664.74005,740.59985,339.4097,154.9271
134.95003728,646.34979112,740.1354489600001,346.25579448,158.73207192,162.29207,664.7537,740.6584,339.40625,154.83731
135.000736,646.54331064,740.1638408800001,346.21178112,158.51867912,162.19617,664.7772,740.75385,339.42252,154.76096
135.08267856,646.7264364,740.0930272,346.1638932,158.32325776,162.06592,664.7963,740.7355,339.38315,154.6524
135.1254928,646.8629404,740.0108408,346.12765368,158.16964696,161.97083,664.80566,740.6439,339.39426,154.5012
135.18299263999998,647.0428222400001,739.9420656799999,346.1054464,157.98356104,161.93193,664.8188,740.70404,339.5048,154.41402
135.253148,647.19802752,739.9199853599999,346.04326247999995,157.82074448,161.8077,664.8348,740.60535,339.4792,154.34044
135.31492056,647.32406456,739.96125168,346.01318256,157.65527975999998,161.69214,664.82587,740.5241,339.4625,154.24074
135.35753008,647.44461336,739.9431912800001,346.00795808000004,157.47661464,161.61903,664.8086,740.61237,339.5425,154.11133
135.37721264,647.5810245600001,739.88211824,345.98529840000003,157.31752712,161.53775,664.79614,740.6637,339.61014,154.01839
135.42407568000002,647.6982412,739.80480376,345.95145272,157.15634848,161.41357,664.8013,740.6047,339.5916,154.00073
135.51310992,647.81354192,739.6495351200001,345.9432404,156.99138136,161.32607,664.788,740.5692,339.61612,153.93002
135.61024424,647.92127152,739.48568856,345.88967664000006,156.850024,161.25266,664.753,740.43085,339.6715,153.76666
135.67219288,648.04778496,739.23520512,345.83032792,156.70034808,161.16573,664.7072,740.21674,339.67114,153.61824
135.71240376,648.09983704,738.92011232,345.77252152,156.5564896,161.03853,664.68805,739.8753,339.59393,153.5694
135.78882256,648.19430072,738.68537808,345.7185124,156.42920232,161.00256,664.6502,739.7984,339.69174,153.52971
135.82411496,648.26719024,738.4316590399999,345.718142,156.31868744,160.91936,664.6133,739.5553,339.67642,153.46237
135.90974672000002,648.34977256,738.2493739199999,345.7023524,156.22585392,160.82996,664.57404,739.3645,339.70602,153.41862
135.97286504,648.43252632,738.1637312799999,345.6771056,156.10769448,160.75577,664.5251,739.1596,339.73203,153.32208
136.01539584,648.52455872,738.13353608,345.65789128000006,156.01885632,160.65701,664.47845,739.0364,339.73495,153.25471
136.05863024,648.56090816,738.14338872,345.65503343999995,155.91239224,160.5285,664.43976,738.8992,339.70337,153.21101
136.0490484,648.62768464,738.1267677599999,345.61562712,155.79251576,160.45174,664.3725,739.0031,339.81326,153.11192
136.03215936,648.6639288,738.12694824,345.63366016,155.67663056,160.30243,664.32983,738.9899,339.80087,153.10136
136.03457928,648.714,738.21085768,345.62747136,155.5630008,160.17252,664.2726,739.08105,339.88248,153.04878
136.00550224,648.78405672,738.21909296,345.648328,155.4419812,160.03918,664.2158,739.1813,339.9351,152.97084
