P1_VMF0,Predict-P1_VMF0,P2_VMF0,Predict-P2_VMF0,P3_VMF0,Predict-P3_VMF0,P4_VMF0,Predict-P4_VMF0,P5_VMF0,Predict-P5_VMF0,P1_VMF1,Predict-P1_VMF1,P2_VMF1,Predict-P2_VMF1,P3_VMF1,Predict-P3_VMF1,P4_VMF1,Predict-P4_VMF1,P5_VMF1,Predict-P5_VMF1,P1_VMF2,Predict-P1_VMF2,P2_VMF2,Predict-P2_VMF2,P3_VMF2,Predict-P3_VMF2,P4_VMF2,Predict-P4_VMF2,P5_VMF2,Predict-P5_VMF2,P1_VMF3,Predict-P1_VMF3,P2_VMF3,Predict-P2_VMF3,P3_VMF3,Predict-P3_VMF3,P4_VMF3,Predict-P4_VMF3,P5_VMF3,Predict-P5_VMF3
134.27983,161.99936,645.85016,664.72906,731.1916,733.3235,347.5551,340.68365,159.34221,155.38972,0.6071813,0.59696364,0.03371004,0.0048492295,9.4811325,8.063604,-1.0895675,-1.1522046,-0.056779593,0.0063872207,-0.04669318,-0.0028182918,-7.7885314e-05,0.021496303,-0.6156092,-0.6158253,0.015252782,-0.03950856,0.0010781869,-0.15205258,-0.005628637,0.030689396,-0.039256513,0.008199146,0.03998938,-0.07941068,0.0120575065,-0.060093295,0.022856014,-0.0664926
134.35483,161.93182,645.9855,664.701,731.361,733.45544,347.43744,340.62973,159.18233,155.32004,0.5970011,0.5810487,0.058718283,0.028624801,9.368241,8.026921,-1.0546168,-1.1212047,-0.08453997,-0.021125894,-0.078247376,-0.04348139,-0.0010899062,0.021541124,-0.76427996,-0.7671626,0.014983377,-0.040151745,0.00046420645,-0.15162209,0.011708358,0.031303573,-0.036309417,-0.001623254,0.078860775,-0.052390013,-0.0017745661,-0.055204365,0.025773373,-0.09032459
134.43025,161.86224,646.12146,664.6728,731.5511,733.57635,347.32425,340.57904,159.02011,155.24805,0.58785456,0.56971586,0.08681495,0.054393563,9.27532,7.982721,-1.0148966,-1.0853353,-0.11367531,-0.04864074,-0.10372499,-0.070721656,-0.0024583235,0.021471275,-0.88712686,-0.9207078,0.014230997,-0.035085436,0.004992157,-0.15274253,0.009295432,0.032110855,-0.026439385,-0.008578986,0.15152426,-0.038492076,-0.014917753,-0.04892808,0.023621123,-0.119571984
134.50471,161.7925,646.2554,664.6464,731.73834,733.7138,347.2173,340.53168,158.8551,155.17368,0.57812107,0.559401,0.11484019,0.08338324,9.178512,7.946024,-0.9690023,-1.0445973,-0.14440572,-0.07750917,-0.12397028,-0.09177126,-0.006396036,0.021391004,-1.008806,-1.0490463,0.01629853,-0.030324602,0.005221625,-0.15401483,-0.0089286,0.03194056,-0.013977667,0.0025924647,0.22741093,0.047629267,-0.008701031,-0.05052131,0.015975744,-0.10482945
134.57884,161.71745,646.3892,664.6193,731.9215,733.8501,347.11362,340.4888,158.69028,155.09589,0.56833833,0.54833,0.14475931,0.11246957,9.07612,7.906849,-0.9204209,-0.9973279,-0.1730188,-0.10808187,-0.13753372,-0.100686654,0.006842091,0.021154722,-1.1316708,-1.1609526,0.018134952,-0.011649113,-0.0066647893,-0.15741366,-0.008816059,0.031079289,0.0024631794,0.02420585,0.29789707,0.1578659,0.00036772186,-0.057310525,0.008268613,-0.06944822
134.65489,161.64153,646.5223,664.5929,732.08185,733.98395,347.01276,340.44818,158.52658,155.01654,0.56062645,0.5371476,0.17525086,0.14364164,8.949154,7.864618,-0.8702351,-0.9471857,-0.19787674,-0.13663429,-0.14182775,-0.14393248,0.0096709095,0.021902252,-1.2753435,-1.3428994,0.019226527,-0.061515473,-0.009315603,-0.14707546,0.008875335,0.031171609,0.019304363,0.03791216,0.3374126,0.22976735,0.0022105447,-0.056325544,0.0036890968,-0.08042183
134.72603,161.56454,646.6493,664.5663,732.2395,734.10077,346.91605,340.40952,158.36722,154.9359,0.54759705,0.52820927,0.20027092,0.17555058,8.818439,7.81059,-0.81734276,-0.8951823,-0.21518047,-0.16148587,-0.14530998,-0.15405676,-0.0143567305,0.022060152,-1.4176033,-1.5104405,0.021798776,-0.0714906,0.011156459,-0.14496653,-0.002726352,0.03211353,0.027675502,0.04183746,0.3705765,0.24298684,0.00707309,-0.048599012,0.006630253,-0.1282364
134.79756,161.48752,646.7779,664.5394,732.39905,734.21625,346.82556,340.37268,158.20741,154.85591,0.53455156,0.51332116,0.2276277,0.20194075,8.689177,7.7529473,-0.76004034,-0.84007096,-0.22997402,-0.1789531,-0.14220002,-0.10050048,0.00073128036,0.02069037,-1.5519835,-1.5606724,0.027940478,0.02500186,-0.0035127124,-0.164219,-0.0070230113,0.031579163,0.03663696,0.056724653,0.40589604,0.29555976,0.012059508,-0.052824076,0.0094557395,-0.098719716
134.86597,161.4101,646.90106,664.51495,732.5679,734.3339,346.73346,340.3401,158.049,154.77399,0.51760536,0.4983028,0.24956657,0.230855,8.569219,7.6946545,-0.7070497,-0.780298,-0.2402978,-0.19388242,-0.13698299,-0.13212755,0.010521301,0.0215572,-1.6696118,-1.7613533,0.027364613,-0.026552942,-3.6280664e-05,-0.15205157,0.0066527096,0.03141134,0.036854506,0.067466,0.4526217,0.33814275,-0.010571346,-0.05405917,0.012259537,-0.08761808
134.93054,161.33269,647.0219,664.4886,732.7508,734.4593,346.64825,340.30594,157.88959,154.69183,0.4958658,0.47904885,0.26911467,0.25419837,8.4636,7.6387415,-0.6496423,-0.7249039,-0.24867293,-0.20446211,-0.1306856,-0.1515857,0.00018082942,0.022131346,-1.7652502,-1.9467212,0.030440344,-0.06858014,0.0039099394,-0.1442041,0.019099887,0.03197553,0.032900263,0.060925994,0.512092,0.37277952,-0.015785707,-0.049942445,0.010274769,-0.102419354
