,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,30.85426008,0.952137714,1.880817287,1.383300,0.005605,79.08974886,P1 Final
0,32.79217408,0.980343474,1.379634206,1.095676235,0.004496616,79.08974886,P2 Final
0,30.5020052,0.946350028,2.081844955,1.775053081,0.007483292,79.08974886,P3 Final
0,21.65855088,0.991109038,0.615159006,0.427343156,0.00493185,79.08974886,P4 Final
0,17.67382552,0.982538206,0.619189815,0.495890,0.008174779,79.08974886,P5 Final
