,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,60.7553132,0.6766965,7.8098841,6.7861228,0.050899802,69.0735745,P1 Final
0,40.3594990,0.4278751,8.4019826,7.4120766,0.125447348,69.0735745,P2 Final
0,63.6299816,0.7022268,11.5863539,9.5954016,0.019088086,69.0735745,P3 Final
0,71.8978724,0.8657877,7.9309314,6.5691165,0.017330905,69.0735745,P4 Final
0,31.8813751,0.6843320,5.4322464,4.5860677,0.013138542,69.0735745,P5 Final
