,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,30.85426008,0.954680083,1.830182681,1.389846289,0.005654781,39.8907671,P1 Final
0,32.79217408,0.973784749,1.593263402,1.215423437,0.004920328,39.8907671,P2 Final
0,30.5020052,0.920357113,2.536513228,2.189419357,0.009225896,39.8907671,P3 Final
0,21.65855088,0.965760671,1.207189978,0.83442863,0.00991275,39.8907671,P4 Final
0,17.67382552,0.982971871,0.611452653,0.514678128,0.008412231,39.8907671,P5 Final
