,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,34.36070208,0.982413934,0.954014524,0.757630104,0.007992809,92.77341819,P1 Final
0,40.522902,0.928821933,2.413285998,2.181974149,0.032280258,92.77341819,P2 Final
0,23.67286504,0.970329034,0.883075353,0.682507425,0.006184189,92.77341819,P3 Final
0,23.0968368,0.841746818,2.078748524,1.638979472,0.031302774,92.77341819,P4 Final
0,27.64801056,0.972797911,1.132164824,0.927192371,0.013350771,92.77341819,P5 Final
