P1,P2,P3,P4,P5
38.602776,-21.709956,-139.278688,5.790124,50.879088
38.702788,-21.623092,-139.123964,5.932176,50.97624
38.676448,-21.66506,-139.204004,5.927296,50.954272
38.658392,-21.673844,-139.229396,5.916556,50.989416
38.716936,-21.625532,-139.14934,5.882872,51.024568
38.722308,-21.605524,-139.209864,5.842356,51.015288
38.74572,-21.590884,-139.126404,5.993196,51.0812
38.770604,-21.55038,-139.112732,6.003936,51.040672
38.775972,-21.551356,-139.132752,5.930712,51.075832
38.810608,-21.546476,-139.058068,6.00296,51.148564
38.741332,-21.60894,-139.082484,6.02102,51.135872
38.72718,-21.674332,-139.156664,5.978064,51.053856
38.763768,-21.59186,-139.105908,5.948776,51.115856
38.753528,-21.612356,-139.108836,5.981972,51.152968
38.757924,-21.593812,-139.113232,5.979528,51.097792
38.745232,-21.658228,-139.11664,5.952192,51.084132
38.7023,-21.654324,-139.106884,5.99222,51.078272
38.823784,-21.514756,-139.0161,6.07716,51.174928
38.813044,-21.561604,-139.056616,6.020048,51.15052
38.805244,-21.583076,-139.050268,5.957564,51.151008
38.834516,-21.573804,-139.043432,6.062028,51.19348
38.738892,-21.617724,-139.090284,6.022484,51.146124
38.844268,-21.496212,-138.98828,6.09864,51.2628
38.827196,-21.503044,-139.004384,6.075692,51.199828
38.86378,-21.514756,-139.018544,6.080576,51.270616
38.818416,-21.541108,-139.023424,6.064956,51.222768
38.81402,-21.52842,-138.981444,6.111332,51.239864
38.859392,-21.4967,-139.017564,6.101076,51.266216
38.851588,-21.508412,-139.039528,6.134764,51.25352
38.815972,-21.485476,-139.012196,6.136228,51.332612
38.8511,-21.549404,-139.0078,6.106936,51.257428
38.944288,-21.469372,-138.928736,6.209448,51.337004
38.846712,-21.467908,-138.954604,6.230928,51.332612
38.897936,-21.484988,-138.978516,6.203592,51.335048
38.83598,-21.520124,-138.964856,6.108888,51.26866
38.857448,-21.513292,-138.939476,6.15624,51.327736
38.885744,-21.509876,-138.923364,6.206032,51.322356
38.870128,-21.495236,-138.91068,6.219704,51.33554
38.936476,-21.415692,-138.885292,6.251432,51.41316
38.874028,-21.534276,-138.972656,6.198708,51.342864
38.926232,-21.437652,-138.88822,6.268028,51.434636
38.878424,-21.411788,-138.863332,6.317332,51.444408
38.852076,-21.474252,-138.898476,6.252408,51.425368
38.924768,-21.468884,-138.919948,6.264124,51.418532
38.832564,-21.571852,-139.008288,6.24118,51.337492
38.827196,-21.546476,-138.95802,6.216284,51.324312
38.855004,-21.504508,-138.943372,6.252408,51.4117
38.821344,-21.484012,-138.939952,6.305128,51.420972
38.835492,-21.468884,-138.896032,6.28804,51.37362
38.812072,-21.461076,-138.934596,6.25192,51.34872
38.760844,-21.558676,-138.973144,6.2114,51.308692
38.805244,-21.5699,-138.963392,6.248012,51.344324
38.788652,-21.52598,-139.0,6.255824,51.36678
38.810608,-21.553796,-138.971204,6.27242,51.369228
38.83598,-21.467908,-138.964856,6.31196,51.393144
38.754016,-21.528908,-138.9917,6.247524,51.355556
38.724744,-21.561116,-139.037084,6.22214,51.32578
38.717424,-21.542084,-139.012196,6.217744,51.341888
38.78914,-21.517684,-138.941432,6.277792,51.425856
38.837928,-21.459124,-138.870168,6.355408,51.487364
38.788652,-21.481572,-138.915064,6.289996,51.485408
38.77256,-21.485964,-138.927272,6.280232,51.450264
38.852076,-21.464004,-138.871144,6.34174,51.492248
38.801824,-21.46254,-138.913112,6.401784,51.511772
38.836468,-21.4235,-138.81892,6.380792,51.49518
38.803288,-21.48938,-138.937524,6.318308,51.490776
38.73548,-21.502068,-138.875536,6.382744,51.51226
38.728644,-21.456684,-138.837952,6.345644,51.534716
38.811584,-21.481084,-138.900428,6.366148,51.542528
38.78524,-21.487916,-138.82184,6.413008,51.518608
38.814996,-21.459124,-138.87212,6.377864,51.549848
38.804268,-21.518172,-138.917504,6.380792,51.523004
38.838416,-21.425452,-138.797448,6.44132,51.564992
38.804756,-21.447412,-138.870168,6.427168,51.576704
38.731572,-21.502068,-138.878956,6.403248,51.544484
38.734504,-21.446924,-138.845276,6.427168,51.538624
38.699864,-21.515732,-138.908728,6.400804,51.51324
38.75548,-21.510364,-138.889684,6.353944,51.508356
38.649616,-21.570388,-138.951184,6.312448,51.445868
38.597412,-21.623092,-139.00536,6.291948,51.451728
38.654492,-21.563068,-138.950696,6.342716,51.472228
38.67108,-21.591372,-138.91946,6.347108,51.488344
38.644244,-21.589908,-138.985352,6.324168,51.4571
38.583264,-21.6065,-138.931664,6.33344,51.459052
38.571552,-21.612844,-138.931176,6.315376,51.462952
38.567164,-21.586492,-138.977052,6.393972,51.4693
38.602288,-21.568924,-138.873584,6.376884,51.529344
38.539844,-21.567948,-138.923852,6.366636,51.459052
38.533012,-21.588444,-138.95558,6.376396,51.45124
38.655468,-21.533788,-138.867724,6.329536,51.530328
38.53448,-21.556236,-138.925804,6.348576,51.51714
38.593504,-21.548916,-138.883836,6.409104,51.531304
38.560332,-21.58942,-138.97412,6.316356,51.4571
38.612048,-21.570876,-138.95216,6.34906,51.547412
38.56424,-21.562092,-138.912636,6.357848,51.535692
38.553992,-21.527932,-138.924828,6.33832,51.51324
38.593504,-21.492308,-138.892128,6.437416,51.566944
38.593504,-21.511828,-138.87212,6.350524,51.545948
38.657416,-21.464004,-138.82234,6.402272,51.584516
38.622292,-21.510364,-138.826244,6.430092,51.605504
38.630584,-21.478644,-138.803296,6.398364,51.594276
38.64864,-21.468884,-138.773048,6.472076,51.628456
38.659368,-21.46498,-138.759864,6.48916,51.633332
38.653028,-21.446436,-138.715456,6.439372,51.684596
38.56424,-21.482548,-138.800856,6.407152,51.626008
38.491548,-21.564044,-138.886268,6.390068,51.563036
38.62132,-21.459612,-138.745704,6.427656,51.68362
38.556428,-21.475716,-138.800368,6.443764,51.641144
38.520332,-21.485476,-138.79452,6.47842,51.657252
38.526184,-21.50646,-138.800856,6.449132,51.632844
38.433488,-21.554772,-138.89408,6.375908,51.52544
38.512036,-21.509876,-138.81404,6.40764,51.623084
38.561308,-21.469372,-138.821364,6.412032,51.661644
38.466664,-21.521588,-138.878456,6.405196,51.638704
38.455444,-21.512316,-138.832592,6.4174,51.633332
38.444228,-21.523052,-138.848692,6.365172,51.57182
38.476424,-21.464492,-138.834044,6.47598,51.649932
38.465688,-21.519636,-138.848692,6.433024,51.590856
38.413488,-21.557212,-138.887732,6.331976,51.57524
38.455444,-21.495724,-138.833568,6.428628,51.621132
38.441296,-21.504996,-138.822816,6.43156,51.575728
38.46764,-21.525492,-138.834532,6.384208,51.601112
38.398852,-21.560628,-138.831604,6.331976,51.609412
38.44276,-21.510852,-138.832092,6.404708,51.616248
38.433,-21.513292,-138.860888,6.40764,51.628936
38.398364,-21.528908,-138.83014,6.485256,51.624052
38.435436,-21.541108,-138.851136,6.440836,51.614288
38.396412,-21.5211,-138.859424,6.385184,51.623084
38.3969,-21.550868,-138.836,6.416912,51.596724
38.438368,-21.498164,-138.820384,6.44132,51.690448
38.435924,-21.501092,-138.81306,6.417888,51.640168
38.434948,-21.537692,-138.859424,6.429116,51.591832
38.372016,-21.490356,-138.824768,6.497948,51.697772
38.290544,-21.534764,-138.861376,6.387136,51.573292
38.386652,-21.49426,-138.85454,6.428628,51.657252
38.296888,-21.53086,-138.85454,6.421796,51.590376
38.30616,-21.515732,-138.829652,6.452064,51.623084
38.303716,-21.56258,-138.839904,6.397876,51.651884
38.288592,-21.59918,-138.88236,6.383232,51.56206
38.278352,-21.568924,-138.881884,6.411056,51.624052
38.243708,-21.604548,-138.82184,6.412032,51.604036
38.19102,-21.640172,-138.93264,6.34906,51.535692
38.15736,-21.634316,-138.952648,6.349548,51.485408
38.189556,-21.63334,-138.902868,6.44132,51.534716
38.112476,-21.65286,-138.967296,6.339296,51.531304
38.178332,-21.63822,-138.898964,6.356872,51.577192
38.120772,-21.681164,-138.954112,6.3598,51.453676
38.07832,-21.717764,-138.96632,6.334908,51.442448
38.250536,-21.598692,-138.902868,6.405196,51.621132
38.148088,-21.620164,-138.96632,6.360288,51.46002
38.232,-21.58454,-138.881884,6.457432,51.5977
38.067592,-21.748996,-138.987792,6.346132,51.443432
38.066612,-21.712396,-138.93606,6.3969,51.43904
38.1315,-21.626508,-138.879432,6.393972,51.557668
38.109056,-21.688484,-138.942408,6.359312,51.452696
38.210536,-21.594788,-138.871144,6.511128,51.559124
38.13492,-21.632364,-138.886268,6.37542,51.534236
38.130524,-21.602108,-138.86626,6.478908,51.580604
38.162236,-21.569412,-138.843324,6.556528,51.583052
38.148576,-21.595764,-138.908228,6.546764,51.543016
38.130524,-21.581612,-138.87798,6.592648,51.56938
38.171996,-21.551356,-138.790612,6.59558,51.58354
38.192488,-21.557212,-138.828188,6.606316,51.585004
38.248592,-21.496212,-138.776452,6.681984,51.65384
38.20224,-21.514756,-138.800856,6.62682,51.595252
38.184192,-21.514268,-138.826244,6.58484,51.62796
38.22176,-21.405932,-138.756444,6.76448,51.77002
38.176872,-21.507924,-138.777428,6.771312,51.640656
38.245172,-21.455708,-138.756444,6.723476,51.68654
38.223708,-21.431308,-138.713976,6.696136,51.714372
38.160284,-21.457172,-138.751564,6.741048,51.63968
38.24176,-21.3503,-138.703248,6.879684,51.732436
38.200776,-21.392756,-138.730092,6.785472,51.73048
38.215412,-21.407396,-138.709584,6.884564,51.668968
38.210048,-21.394708,-138.706652,6.93338,51.726576
38.15736,-21.42106,-138.716908,6.843072,51.78076
38.196388,-21.353716,-138.744728,6.871384,51.686052
38.207612,-21.364452,-138.674452,6.860648,51.798824
38.169556,-21.451316,-138.708128,6.858204,51.713396
