P1,P2,P3,P4,P5
153.46545176,160.3859912,29.7006532,91.32535656,117.874032
152.11723992,159.4937576,28.262468239999997,90.86572128,117.38977607999999
150.24300976,158.23018488,26.8021344,89.80589936,116.72159104
147.60084344,156.27173856,25.1103956,88.13519504,115.46726720000001
145.33766816,154.83291584,23.943169200000003,86.96855767999999,114.51654479999999
143.12467624,153.36740904,22.71134144,85.838208,113.5013004
141.5789064,152.42121408,22.064508,85.28777584,113.0151208
140.269966,151.5259348,21.3888784,84.55903224,112.41611344
140.56485024,151.639072,21.80620048,84.68663464,112.83827352
140.78372552000002,150.79835472000002,21.513268880000002,83.97832376000001,112.55083192000001
140.51344048,149.00854264,20.43047888,82.44876319999999,111.55869064000001
140.36354808,147.136852,19.210891999999998,80.94209712,110.34670176
140.74965456,145.83410016,18.453598,79.86184344,109.67019888
141.14466696,144.93165184,17.716676399999997,78.84541904,109.26824848
141.29322200000001,144.38762640000002,16.94947432,78.1185196,109.07919776
140.3441316,143.20315112,15.45524848,76.75039136000001,108.25205008
139.22378,141.99561888,13.69302216,75.5931456,107.23734608000001
138.83343008,141.631922,13.02158032,75.90251792,107.29076144000001
137.53472296,140.70248608,11.814292479999999,75.46443928,106.58327992000001
135.786746,139.45793368,10.22619152,74.4219188,105.86537064
134.27492143999999,138.20769376,9.14719872,73.81440176,105.64485736
132.04113328,136.40518336000002,7.868369840000001,72.80088856,104.72640416
129.37004784,134.37137919999998,6.47812272,71.59647608,103.24207928
126.81084584,132.37742448,5.0591876,70.4825204,101.95758416000001
124.85510448000001,130.69346944,3.56247288,69.79854912,100.888436
123.9800224,129.78342591999998,2.43186152,69.8335984,99.76563688
122.6265092,128.11127784,0.67697656,68.93772928,97.63298752
121.73657696000001,126.91171208,-0.64647288,68.05261872,95.90565376
120.50476768,125.54956392,-2.446984,66.69846144,93.79833984000001
118.61984504,123.90754591999999,-4.89714864,64.7104956,91.19933904
117.80256376,123.33243696,-6.163932560000001,63.61519656,89.51359832
117.6149816,122.7658184,-6.9292991200000005,63.19060984,88.38656448
116.98488256,121.457974,-8.54524976,62.15765728,86.46583224
115.83074199999999,119.54237304,-10.95656488,60.45558328,83.64385
115.16157728,118.17188008,-13.14428328,58.88648336,81.04082568
114.22223328,117.03997264,-15.43137376,56.92800176,78.5538148
112.48938792000001,116.05095655999999,-17.755899199999998,54.775312240000005,76.16729808
110.96955248,115.96876976,-19.165170800000002,53.8685488,74.90082896
109.29234152000001,115.87212455999999,-20.520598,53.161448799999995,73.81095368
108.73132872000001,116.77308328,-20.737234079999997,53.54045032,73.95644184
107.31235392,117.01007712,-21.38040688,53.29420592,73.63643872
106.18067264,117.37275928000001,-21.75880976,53.522291519999996,73.74729488
103.4532768,115.84582304,-23.993822719999997,52.44769016,72.31249992
100.24933424000001,113.54879903999999,-26.71110096,50.82341728,70.43026704
98.45806032,111.90658576,-27.99011528,50.019320799999996,69.76170264000001
96.63928168000001,109.73067528,-29.814942000000002,48.599379920000004,68.73832696000001
94.35046608,107.06025496000001,-32.4421412,46.45067408,66.96261544
92.82339048,105.07691903999999,-34.561676000000006,44.73877,65.45635936
92.75557823999999,104.29015392,-35.74786896,43.93370624,64.63836239999999
92.56706704,103.21624847999999,-37.43079368,42.62365856,63.384957039999996
93.47393008,103.23007848000002,-38.08351264,42.26911296,63.12947191999999
93.88269112,102.75655128,-39.19290248,41.246900800000006,62.66504352
94.51648584,102.28137368,-40.1671932,40.46458592,62.297581120000004
95.27506664,101.83123232,-41.15926992,39.27541448,61.973818959999996
95.91014064,101.26733776,-42.16761904,37.767986,61.54094784
97.11205184,101.24617696,-42.60083288,36.596486479999996,61.768615440000005
97.8888896,100.81247168,-43.353372799999995,35.43902584,61.55107288
98.30879368,99.98182472,-44.318790719999996,33.91125216,60.9162028
98.92501504,99.4290456,-45.04392056,32.8228356,60.24755976
99.40384560000001,99.13083832000001,-45.62403448,31.88453576,59.41543424
99.90939912,99.18511344000001,-46.04839416,31.470582,58.64958488
100.14241392,99.01617656,-46.84196184,31.25134224,57.7120132
100.38985808,98.84189176,-47.580768,31.37259,56.87011392
100.25846696,98.4538432,-48.4290772,31.32795248,55.887131520000004
99.91957688000001,98.241748,-49.22703768,31.16468536,55.29277992
99.13894384,97.96703272,-50.05022144,30.67965632,54.733822
97.87246784000001,97.40478616,-51.15121664,30.08826792,53.97203328
97.6724616,97.91570487999999,-51.03179504,30.36406496,54.52059304
96.99054528,98.08888616,-51.12392328,30.17624288,54.709587680000006
96.41315784,98.28637096,-51.127837840000005,29.82736968,55.15796392
95.31894568,97.71790816000001,-51.62418872,29.55520408,54.90262512
94.60265312,97.31712207999999,-51.838814,29.50034608,54.62841328
94.21893624,96.85642984,-52.1356888,29.32038288,54.42600352
94.94669535999999,97.39036072,-51.66753912,29.87985592,55.17994168
95.31225144,97.53920192,-51.65011504,29.9332308,55.48716392
95.37545032,97.38375351999998,-51.841371120000005,29.65984448,55.37137728
96.11032912,97.97446008000001,-51.1885836,30.09971976,55.949628080000004
95.9519404,97.55198648,-51.15144152,29.71613856,55.86501672
96.29734776,97.40535224,-50.842246960000004,29.738798799999998,56.2595944
96.9448316,97.23383008,-50.58918104,29.84650544,56.91104336
97.92873768,97.11506016,-50.414646000000005,29.98845992,57.7151376
99.25168088000001,97.217784,-50.1193716,30.38593424,58.69564024
100.43878136,97.48199871999999,-49.62351904,31.02387288,59.80535448
100.19054727999999,96.52381672,-50.192397359999994,30.445869520000002,59.73333816
100.05742704000001,95.92580096,-50.50940056,30.161256480000002,59.928611520000004
100.40850447999999,96.07070776,-50.16685168,30.569060719999996,60.708949839999995
100.25851488,95.8540448,-50.25393368,30.40767648,60.961085759999996
99.83221856,95.37087600000001,-50.67129472,29.954249920000002,60.74989896
100.12959176,95.48014744,-50.492816000000005,30.500337759999997,61.0500912
100.43919,95.40585488,-50.31337096,31.121503039999997,61.41459768
101.49356416,96.10273104,-49.433336159999996,32.394129199999995,62.5671256
102.31348824000001,96.28157304,-49.00254368,32.89573704,63.2336792
103.14384432000001,96.30459656000001,-48.59169376,33.03646088,63.62090448
104.12962343999999,96.40484296000001,-48.2656416,33.14293712,63.925207760000006
105.22964088,96.46332504,-48.31219352,33.227436080000004,64.11268864
106.09431255999999,96.49612800000001,-48.552960320000004,33.406159200000005,64.03618096
106.74926088000001,96.58477784,-48.85789848,33.80395592,63.99122048
107.24334119999999,96.44358064,-49.386852319999996,34.09931776,63.802937840000006
108.29729327999999,96.74352447999999,-49.44250248,34.75604944,63.99445128
109.10704207999999,96.69856008000001,-49.69268888,35.263485519999996,63.7201328
110.30512008,97.10838448,-49.4626308,35.981295759999995,63.609774720000004
111.14603152,97.33387992,-49.49203208,36.16618888,63.075664079999996
111.87144864,97.31015304,-49.72463775999999,36.32472112,62.526352239999994
112.68119759999999,97.27522192,-49.85864304,36.50747688,62.019385119999995
113.43919272000001,97.12579672,-50.0360868,36.71562544,61.30646448
114.59842616,97.43861416,-49.6929816,37.40761232,61.1159176
115.73412504,97.79075688,-49.206792400000005,38.123840959999995,61.11987200000001
116.26612336,97.89645736,-49.07491576,38.5455076,61.01577184
116.15630464,97.76014047999999,-49.35663104,38.70705736,60.6788296
116.14541424000001,97.87346192000001,-49.374563280000004,39.20853744,60.76718088
115.98610832,97.92531784,-49.11567888,39.82993688,61.195247200000004
115.3818584,97.63339536,-48.94587816,40.2045752,61.48237584
114.63518927999999,97.08117352,-49.01628768,40.44717712,61.497138240000005
114.10366352,96.70897495999999,-49.03402448,40.6476824,61.424946
113.90453624,96.46558904,-48.8751368,40.66523576,61.418580240000004
113.63448335999999,95.91176672,-48.817896160000004,40.6762776,61.20256944
113.36200000000001,95.56981248,-48.57623144,40.95134232,61.1753592
112.80487024,95.41499096,-48.25902352,41.39428288,61.18732856
112.50422712,95.66601816000001,-47.60492728,42.296489279999996,61.45866056
111.88014032,95.69375592,-47.3126988,42.94517632,61.44835976
111.24874648000001,95.72736888,-47.14374752,43.436864240000006,61.35623008
110.81145360000001,95.88576463999999,-47.01431024000001,43.90712216,61.25133848
110.75635528000001,96.26467896,-46.704950319999995,44.53297344,61.35955912
110.95425384,96.67752775999999,-46.313593680000004,45.25669016,61.636729439999996
111.64261167999999,97.46757344,-45.56807184,46.41684583999999,62.244982799999995
112.35374952000001,98.10324431999999,-45.04383288,47.430339839999995,62.71455656
112.92865184,98.67006648,-44.76946728,48.315626879999996,62.999947039999995
113.47446416000001,99.39975679999999,-44.50651368,49.097745839999995,63.291146639999994
114.29188,100.49233312,-43.939929279999994,49.9670888,63.914566320000006
115.21132944000001,101.67896640000001,-43.18174672,50.6618776,64.58097208
116.391278,103.039728,-42.1579548,51.30632744,65.35206488
117.29759416,103.85297288,-41.4154208,51.40794144,65.72736880000001
118.20422384,104.51263399999999,-40.71534856,51.5033072,66.2087456
119.46948119999999,105.34382688,-39.79661896,51.96342216,67.03484624
120.84040848000001,106.1191936,-38.88649992,52.54314312,67.84015056
122.28617536,106.92026704,-37.94920424,53.108307679999996,68.69866728
123.62789112,107.42679383999999,-37.17030824,53.40567,69.45872704
125.31872312,108.13854296,-36.1893892,53.958055359999996,70.456932
