P1_VMF0,Predict-P1_VMF0,P2_VMF0,Predict-P2_VMF0,P3_VMF0,Predict-P3_VMF0,P4_VMF0,Predict-P4_VMF0,P5_VMF0,Predict-P5_VMF0,P1_VMF1,Predict-P1_VMF1,P2_VMF1,Predict-P2_VMF1,P3_VMF1,Predict-P3_VMF1,P4_VMF1,Predict-P4_VMF1,P5_VMF1,Predict-P5_VMF1,P1_VMF2,Predict-P1_VMF2,P2_VMF2,Predict-P2_VMF2,P3_VMF2,Predict-P3_VMF2,P4_VMF2,Predict-P4_VMF2,P5_VMF2,Predict-P5_VMF2,P1_VMF3,Predict-P1_VMF3,P2_VMF3,Predict-P2_VMF3,P3_VMF3,Predict-P3_VMF3,P4_VMF3,Predict-P4_VMF3,P5_VMF3,Predict-P5_VMF3
84.623535,84.96314,2.190374,2.4020307,-116.95288,-116.95405,41.323624,45.89918,72.94521,70.72866,-3.7017908,-4.723526,1.6459675,1.0307084,5.4624953,5.615043,-0.0033770301,-0.023838982,0.1333531,0.10320316,1.7616369,1.7565129,0.7242935,1.2205082,2.0102534,1.8859252,-0.03792541,-0.07606117,-0.02871211,-0.110720955,-0.3427135,-0.27105033,-0.66435033,-0.30929244,-0.17153054,-0.29605862,-0.031756323,-0.03911897,0.16084062,0.083074495
84.74726,85.00349,2.2906892,2.4867063,-116.87481,-116.87218,41.545002,46.092693,73.19506,71.01222,-3.5798347,-4.8197265,1.8261292,1.2305841,5.571311,5.712395,0.06721156,0.032561086,0.21364698,0.18463704,1.918249,1.867355,0.7887821,1.269594,2.134468,2.0051765,0.048413634,-0.07608735,0.0145444805,-0.11091572,0.4496315,0.2629606,0.4753793,-0.046320643,-0.051871654,-0.1369396,-0.0012044052,-0.015215678,0.21603073,0.17573662
84.8599,85.04718,2.3766506,2.5779593,-116.82364,-116.78333,41.741,46.304832,73.41824,71.31104,-3.4678583,-4.948737,1.9917737,1.4107307,5.652637,5.816721,0.08575133,0.108240545,0.24448384,0.2676777,2.0630772,2.03236,0.8361312,1.3474941,2.2303472,2.1482983,-0.023215452,-0.07541005,-0.056183457,-0.109885514,-0.5224888,-0.4962749,0.25444323,-0.46333936,0.028612794,-0.09983074,-0.002969139,0.002440513,0.23415853,0.17568041
84.95919,85.085495,2.4581776,2.6547675,-116.76496,-116.710754,41.953594,46.49922,73.6635,71.57651,-3.368553,-4.9276676,2.1527355,1.6039885,5.7410297,5.893329,0.09254014,0.12855083,0.2787736,0.29936677,2.1918423,2.1009672,0.8759762,1.379984,2.3327324,2.221915,0.06616182,-0.075861506,0.08986585,-0.11079839,0.57199675,0.4593415,-0.60812014,-0.3851124,0.104464844,0.0407981,0.0071226005,0.014055279,0.2671464,0.2434895
85.037834,85.12432,2.515255,2.7326415,-116.73643,-116.63546,42.124863,46.713047,73.86772,71.86361,-3.2894967,-4.9049096,2.288786,1.8065829,5.798572,5.9749603,0.017163867,0.13704254,0.23903652,0.33414498,2.2958071,2.2821925,0.88758886,1.5676892,2.403196,2.3086367,-0.025923844,-0.07495953,-0.0021700168,-0.109176286,-0.57019025,-0.59422714,0.2148669,-0.055916846,0.13234629,0.11642264,-0.035534527,0.016490681,0.24611048,0.24894515
85.109245,85.15372,2.5687,2.787506,-116.69279,-116.58481,42.31497,46.89228,74.08241,72.1024,-3.2172265,-4.652025,2.4209514,2.0219047,5.870965,6.027423,-0.051152974,0.05809781,0.19272189,0.2963239,2.3882592,2.298854,0.8926336,1.5461377,2.4883595,2.3531942,0.014897053,-0.07556886,-0.014698282,-0.11039848,0.53830624,0.50250417,0.4633794,-0.37244296,0.1659614,0.16493277,-0.059280217,-0.018319374,0.2288628,0.26106676
85.17543,85.184616,2.617844,2.8469632,-116.66266,-116.52774,42.49198,47.088924,74.27947,72.35258,-3.1496987,-4.409924,2.548699,2.2181878,5.92954,6.0881367,-0.12932362,-0.014411969,0.11845892,0.25055945,2.471057,2.3678737,0.89105976,1.5221443,2.5594523,2.4475503,-0.028487824,-0.07530593,-0.015967803,-0.11008892,-0.47775856,-0.57890457,-0.5813635,-0.4627698,0.17674573,0.15893453,-0.09359852,-0.060219806,0.18873712,0.18908426
85.242676,85.21266,2.6734798,2.899165,-116.61902,-116.47898,42.695477,47.274612,74.493454,72.58154,-3.080602,-4.1158633,2.6830165,2.3971944,6.0016456,6.1338024,-0.15022054,-0.09600456,0.06941658,0.17478473,2.5503526,2.414838,0.8944863,1.5694437,2.6445467,2.4817476,-0.016235331,-0.07546481,0.009619506,-0.11040937,0.39511314,0.39356723,-0.021010023,-0.079027005,0.19943398,0.24542992,-0.089576565,-0.07309278,0.16681543,0.2129497
85.30574,85.24503,2.7372696,2.961326,-116.55892,-116.41958,42.911423,47.487362,74.71309,72.83188,-3.0152855,-3.9520628,2.8256364,2.5471497,6.090374,6.1903205,-0.124257185,-0.1177048,0.03975801,0.1233719,2.6202583,2.4821467,0.90495276,1.61652,2.746991,2.5489507,-0.014673649,-0.07527163,-0.035458535,-0.1101189,-0.30101964,-0.44575807,0.5891647,-0.28821597,0.24012297,0.22649543,-0.06192846,-0.086250365,0.15331332,0.1383779
85.36325,85.28057,2.8085554,3.032776,-116.4892,-116.34888,43.132225,47.71196,74.940605,73.08514,-2.9552233,-3.897937,2.9758444,2.6810598,6.1887155,6.261073,-0.06941752,-0.092756145,0.031309485,0.09045223,2.6788144,2.509493,0.9217137,1.583366,2.8594496,2.642046,-0.020247346,-0.075292066,-0.023126412,-0.11030718,0.21036476,0.25270322,-0.45358983,-0.50125414,0.28894734,0.2721009,-0.023113983,-0.051498406,0.15051751,0.14162156
