,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,34.36070208,0.978971226,1.043224112,0.856633668,0.009138421,57.91282392,P1 Final
0,40.522902,0.906601623,2.764428514,2.485293413,0.037800481,57.91282392,P2 Final
0,23.67286504,0.946373857,1.187189914,0.87655663,0.007937175,57.91282392,P3 Final
0,23.0968368,0.770262685,2.504618009,1.973861543,0.038001488,57.91282392,P4 Final
0,27.64801056,0.969670228,1.195482183,0.980492021,0.013999814,57.91282392,P5 Final
