P1_VMF0,Predict-P1_VMF0,P2_VMF0,Predict-P2_VMF0,P3_VMF0,Predict-P3_VMF0,P4_VMF0,Predict-P4_VMF0,P5_VMF0,Predict-P5_VMF0,P1_VMF1,Predict-P1_VMF1,P2_VMF1,Predict-P2_VMF1,P3_VMF1,Predict-P3_VMF1,P4_VMF1,Predict-P4_VMF1,P5_VMF1,Predict-P5_VMF1,P1_VMF2,Predict-P1_VMF2,P2_VMF2,Predict-P2_VMF2,P3_VMF2,Predict-P3_VMF2,P4_VMF2,Predict-P4_VMF2,P5_VMF2,Predict-P5_VMF2,P1_VMF3,Predict-P1_VMF3,P2_VMF3,Predict-P2_VMF3,P3_VMF3,Predict-P3_VMF3,P4_VMF3,Predict-P4_VMF3,P5_VMF3,Predict-P5_VMF3
134.27983,168.79617,645.85016,665.70544,731.1916,733.5743,347.5551,339.31024,159.34221,154.99734,0.6071813,0.6244836,0.03371004,0.018959282,9.4811325,7.543299,-1.0895675,-1.1240356,-0.056779593,-0.022496812,-0.04669318,-0.030868094,-7.7885314e-05,0.021413222,-0.6156092,-0.66665745,0.015252782,-0.06363414,0.0010781869,-0.1546878,-0.005628637,0.03127189,-0.039256513,-0.0053236983,0.03998938,-0.08973447,0.0120575065,-0.063567065,0.022856014,-0.122739054
134.35483,168.69197,645.9855,665.6937,731.361,733.7479,347.43744,339.2735,159.18233,154.93698,0.5970011,0.6095341,0.058718283,0.042645805,9.368241,7.504576,-1.0546168,-1.0960219,-0.08453997,-0.049880516,-0.078247376,-0.07710793,-0.0010899062,0.021481503,-0.76427996,-0.8372747,0.014983377,-0.069897026,0.00046420645,-0.15416452,0.011708358,0.032082368,-0.036309417,-0.022528632,0.078860775,-0.12284419,-0.0017745661,-0.057191916,0.025773373,-0.22388604
134.43025,168.58368,646.12146,665.6784,731.5511,733.90704,347.32425,339.23987,159.02011,154.87471,0.58785456,0.5977283,0.08681495,0.06737894,9.27532,7.455035,-1.0148966,-1.0605617,-0.11367531,-0.07311854,-0.10372499,-0.10087494,-0.0024583235,0.021456797,-0.88712686,-0.9618347,0.014230997,-0.056063894,0.004992157,-0.15464261,0.009295432,0.03327144,-0.026439385,-0.0411713,0.15152426,-0.20956664,-0.014917753,-0.048102677,0.023621123,-0.3848071
134.50471,168.4841,646.2554,665.67126,731.73834,734.0859,347.2173,339.20587,158.8551,154.81288,0.57812107,0.59001917,0.11484019,0.0961606,9.178512,7.4185038,-0.9690023,-1.022675,-0.14440572,-0.10494199,-0.12397028,-0.11728562,-0.006396036,0.021415006,-1.008806,-1.0530487,0.01629853,-0.040167805,0.005221625,-0.15528117,-0.0089286,0.03298593,-0.013977667,-0.027842494,0.22741093,-0.1137429,-0.008701031,-0.04970776,0.015975744,-0.36001784
134.57884,168.39034,646.3892,665.6647,731.9215,734.26013,347.11362,339.17914,158.69028,154.74986,0.56833833,0.58005506,0.14475931,0.12490099,9.07612,7.374524,-0.9204209,-0.9774422,-0.1730188,-0.13283119,-0.13753372,-0.11039029,0.006842091,0.02125142,-1.1316708,-1.0651959,0.018134952,0.0076956255,-0.0066647893,-0.15728466,-0.008816059,0.031588957,0.0024631794,0.007938801,0.29789707,0.09593803,0.00036772186,-0.05927306,0.008268613,-0.19036125
134.65489,168.29344,646.5223,665.65704,732.08185,734.43317,347.01276,339.1519,158.52658,154.68443,0.56062645,0.5702123,0.17525086,0.15585503,8.949154,7.3298707,-0.8702351,-0.93017817,-0.19787674,-0.16082555,-0.14182775,-0.2115467,0.0096709095,0.021858023,-1.2753435,-1.5832666,0.019226527,-0.1415104,-0.009315603,-0.15043056,0.008875335,0.031549074,0.019304363,0.024503764,0.3374126,0.16664577,0.0022105447,-0.058433335,0.0036890968,-0.19705446
134.72603,168.17181,646.6493,665.63696,732.2395,734.5789,346.91605,339.12766,158.36722,154.6099,0.54759705,0.5618568,0.20027092,0.18680327,8.818439,7.2725277,-0.81734276,-0.8801228,-0.21518047,-0.18469962,-0.14530998,-0.23404089,-0.0143567305,0.021990398,-1.4176033,-1.8190011,0.021798776,-0.17286284,0.011156459,-0.14893469,-0.002726352,0.032796394,0.027675502,0.018969495,0.3705765,0.08003643,0.00707309,-0.048202902,0.006630253,-0.37085047
134.79756,168.06982,646.7779,665.6256,732.39905,734.72546,346.82556,339.10837,158.20741,154.5421,0.53455156,0.548468,0.2276277,0.21303995,8.689177,7.2138195,-0.76004034,-0.82747114,-0.22997402,-0.20439625,-0.14220002,-0.07772435,0.00073128036,0.020914512,-1.5519835,-1.2684436,0.027940478,0.103892244,-0.0035127124,-0.16126135,-0.0070230113,0.031924274,0.03663696,0.042723123,0.40589604,0.19544394,0.012059508,-0.054154553,0.0094557395,-0.2549962
134.86597,167.97194,646.90106,665.614,732.5679,734.8717,346.73346,339.08765,158.049,154.47203,0.51760536,0.5349003,0.24956657,0.24132256,8.569219,7.154463,-0.7070497,-0.7701169,-0.2402978,-0.21953644,-0.13698299,-0.17493388,0.010521301,0.02159948,-1.6696118,-1.849971,0.027364613,-0.059989836,-3.6280664e-05,-0.15332015,0.0066527096,0.03158872,0.036854506,0.057696097,0.4526217,0.2608423,-0.010571346,-0.056086224,0.012259537,-0.21088459
134.93054,167.88863,647.0219,665.61096,732.7508,735.0314,346.64825,339.0647,157.88959,154.4112,0.4958658,0.5158636,0.26911467,0.2644877,8.4636,7.096962,-0.6496423,-0.71771276,-0.24867293,-0.23065688,-0.1306856,-0.23537567,0.00018082942,0.022040296,-1.7652502,-2.2621734,0.030440344,-0.17510207,0.0039099394,-0.14823388,0.019099887,0.032481257,0.032900263,0.040593404,0.512092,0.21530123,-0.015785707,-0.04951384,0.010274769,-0.3367136
