P1_VMF0,Predict-P1_VMF0,P2_VMF0,Predict-P2_VMF0,P3_VMF0,Predict-P3_VMF0,P4_VMF0,Predict-P4_VMF0,P5_VMF0,Predict-P5_VMF0,P1_VMF1,Predict-P1_VMF1,P2_VMF1,Predict-P2_VMF1,P3_VMF1,Predict-P3_VMF1,P4_VMF1,Predict-P4_VMF1,P5_VMF1,Predict-P5_VMF1,P1_VMF2,Predict-P1_VMF2,P2_VMF2,Predict-P2_VMF2,P3_VMF2,Predict-P3_VMF2,P4_VMF2,Predict-P4_VMF2,P5_VMF2,Predict-P5_VMF2,P1_VMF3,Predict-P1_VMF3,P2_VMF3,Predict-P2_VMF3,P3_VMF3,Predict-P3_VMF3,P4_VMF3,Predict-P4_VMF3,P5_VMF3,Predict-P5_VMF3
84.623535,85.69041,2.190374,2.257582,-116.95288,-116.87699,41.323624,44.877804,72.94521,71.85768,-3.7017908,-4.412314,1.6459675,1.4303907,5.4624953,5.565722,-0.0033770301,-0.019457873,0.1333531,0.09923477,1.7616369,1.4233941,0.7242935,1.0373777,2.0102534,1.7517126,-0.03792541,-0.07637582,-0.02871211,-0.11097231,-0.3427135,-0.26495245,-0.66435033,-0.30906332,-0.17153054,-0.28496534,-0.031756323,-0.037231397,0.16084062,0.09680748
84.74726,85.749664,2.2906892,2.406934,-116.87481,-116.77477,41.545002,45.114914,73.19506,72.11112,-3.5798347,-4.441424,1.8261292,1.4765596,5.571311,5.6176324,0.06721156,0.034949854,0.21364698,0.17766769,1.918249,1.5970727,0.7887821,1.0983518,2.134468,1.8815362,0.048413634,-0.076290585,0.0145444805,-0.11144912,0.4496315,0.2494913,0.4753793,-0.053177852,-0.051871654,-0.13460508,-0.0012044052,-0.013393138,0.21603073,0.1748991
84.8599,85.80879,2.3766506,2.5640173,-116.82364,-116.66583,41.741,45.36573,73.41824,72.376526,-3.4678583,-4.476521,1.9917737,1.5187111,5.652637,5.674511,0.08575133,0.10595149,0.24448384,0.25378296,2.0630772,1.766702,0.8361312,1.1457434,2.2303472,2.0154371,-0.023215452,-0.07554355,-0.056183457,-0.110567406,-0.5224888,-0.4889722,0.25444323,-0.46584836,0.028612794,-0.067840844,-0.002969139,0.0015677155,0.23415853,0.1975377
84.95919,85.86674,2.4581776,2.6953256,-116.76496,-116.57937,41.953594,45.596306,73.6635,72.59699,-3.368553,-4.419834,2.1527355,1.6401504,5.7410297,5.7313347,0.09254014,0.12460034,0.2787736,0.28246543,2.1918423,1.8886346,0.8759762,1.2081652,2.3327324,2.1038775,0.06616182,-0.07591687,0.08986585,-0.111661315,0.57199675,0.4309556,-0.60812014,-0.3920081,0.104464844,0.060035948,0.0071226005,0.0150655955,0.2671464,0.24501723
85.037834,85.91468,2.515255,2.8259654,-116.73643,-116.49115,42.124863,45.84142,73.86772,72.84362,-3.2894967,-4.381994,2.288786,1.7550735,5.798572,5.790749,0.017163867,0.13162576,0.23903652,0.31370947,2.2958071,1.8898923,0.88758886,1.3166337,2.403196,2.1261706,-0.025923844,-0.075230114,-0.0021700168,-0.10949957,-0.57019025,-0.614839,0.2148669,-0.0564756,0.13234629,0.12766191,-0.035534527,0.014464483,0.24611048,0.2625765
85.109245,85.955864,2.5687,2.918266,-116.69279,-116.43356,42.31497,46.047844,74.08241,73.04628,-3.2172265,-4.206348,2.4209514,1.9972484,5.870965,5.8584585,-0.051152974,0.058154847,0.19272189,0.27992022,2.3882592,1.9803202,0.8926336,1.336725,2.4883595,2.197791,0.014897053,-0.07575034,-0.014698282,-0.11088631,0.53830624,0.46959773,0.4633794,-0.37726912,0.1659614,0.17742223,-0.059280217,-0.015741928,0.2288628,0.26124817
85.17543,85.98773,2.617844,3.0159838,-116.66266,-116.369316,42.49198,46.268063,74.27947,73.25943,-3.1496987,-4.0309663,2.548699,2.244213,5.92954,5.9436374,-0.12932362,-0.0113864755,0.11845892,0.2390585,2.471057,2.110196,0.89105976,1.3134751,2.5594523,2.3042614,-0.028487824,-0.07535671,-0.015967803,-0.11086508,-0.47775856,-0.5781678,-0.5813635,-0.46016276,0.17674573,0.17389242,-0.09359852,-0.057285853,0.18873712,0.2125108
85.242676,86.01924,2.6734798,3.1021106,-116.61902,-116.31535,42.695477,46.473793,74.493454,73.448425,-3.080602,-3.805098,2.6830165,2.5522811,6.0016456,6.0256286,-0.15022054,-0.09292736,0.06941658,0.16848026,2.5503526,2.1195567,0.8944863,1.3618,2.6445467,2.3260665,-0.016235331,-0.07558389,0.009619506,-0.1109737,0.39511314,0.37078142,-0.021010023,-0.08306766,0.19943398,0.24873167,-0.089576565,-0.07115098,0.16681543,0.21148236
85.30574,86.04765,2.7372696,3.2013047,-116.55892,-116.250496,42.911423,46.70821,74.71309,73.657074,-3.0152855,-3.6358404,2.8256364,2.8113806,6.090374,6.1143217,-0.124257185,-0.11535607,0.03975801,0.11867381,2.6202583,2.1556318,0.90495276,1.3890195,2.746991,2.3791363,-0.014673649,-0.075423464,-0.035458535,-0.11057059,-0.30101964,-0.44096202,0.5891647,-0.27822277,0.24012297,0.23300236,-0.06192846,-0.08314409,0.15331332,0.15888296
85.36325,86.06973,2.8085554,3.3123426,-116.4892,-116.17367,43.132225,46.947197,74.940605,73.86798,-2.9552233,-3.5216842,2.9758444,3.0337245,6.1887155,6.2071543,-0.06941752,-0.0891674,0.031309485,0.086018,2.6788144,2.2605367,0.9217137,1.377301,2.8594496,2.4928389,-0.020247346,-0.075305685,-0.023126412,-0.1111078,0.21036476,0.24513547,-0.45358983,-0.5182806,0.28894734,0.2804393,-0.023113983,-0.047613245,0.15051751,0.15495238
85.41376,86.087,2.88245,3.4313612,-116.41167,-116.08921,43.35379,47.192272,75.16602,74.089836,-2.9019492,-3.4610357,3.1285906,3.2171438,6.294626,6.29569,-0.0050380128,-0.033390697,0.027008085,0.07418676,2.7241008,2.277359,0.9393911,1.4203722,2.9793417,2.5622473,0.06441711,-0.07528082,0.061286736,-0.11093212,-0.12411237,-0.2644999,-0.24233657,-0.11750487,0.338596,0.33859533,0.017389582,-0.009308158,0.14638002,0.15184234
85.45223,86.096825,2.9501536,3.5526867,-116.35639,-116.000854,43.565605,47.432877,75.38054,74.29573,-2.860548,-3.4164615,3.2748594,3.3926086,6.3775415,6.3905587,0.040745348,0.03148149,0.010096286,0.065853156,2.750724,2.296888,0.9485163,1.4557216,3.0750813,2.6426818,0.03046794,-0.074663036,0.028816652,-0.109590426,0.05698918,0.06515103,0.65345794,-0.1979537,0.3492367,0.3906157,0.0426099,0.03569779,0.1298499,0.15257794
85.48051,86.10329,3.01551,3.653503,-116.317474,-115.930824,43.76396,47.670963,75.58497,74.49894,-2.82907,-3.3542023,3.4184265,3.5943646,6.4434047,6.4672427,0.056052964,0.07647456,-0.020096118,0.04524345,2.7608914,2.316741,0.95278764,1.4746295,3.1526687,2.7114837,-0.07572043,-0.07484676,-0.046098314,-0.1100733,0.011535054,-0.09384158,-0.24123889,-0.53616136,0.32802188,0.37318477,0.04626517,0.053901747,0.10192239,0.11712636
85.516335,86.10559,3.0808477,3.7377663,-116.25609,-115.875015,43.962837,47.89957,75.78424,74.68545,-2.7894378,-3.2721772,3.5615444,3.820368,6.5314384,6.536002,0.059160482,0.09067547,-0.055068962,0.011766353,2.7735007,2.29774,0.95438725,1.5019239,3.2521389,2.747069,0.012499844,-0.07553913,-0.009247341,-0.11133895,-0.08240813,-0.0646942,-0.49198365,-0.19579495,0.32269192,0.37533957,0.04494502,0.062552,0.06937681,0.10173787
85.55296,86.1092,3.1377223,3.838704,-116.20157,-115.8024,44.158783,48.118927,75.98381,74.86222,-2.7483594,-3.1645212,3.6956031,4.05685,6.6120076,6.618866,0.05202526,0.09289227,-0.08272737,-0.026972687,2.7818918,2.3573961,0.9444042,1.4777803,3.3432417,2.8452148,0.07252297,-0.07488532,0.04915952,-0.11057192,0.14026275,0.020373281,0.6098054,-0.10533518,0.30008876,0.37933317,0.037230127,0.063642286,0.04044938,0.07373956
85.5882,86.11467,3.1869817,3.9340985,-116.169266,-115.735855,44.367664,48.341682,76.196724,75.0462,-2.7080224,-3.0686243,3.82139,4.2636995,6.669632,6.6861706,0.059894394,0.08548694,-0.084250435,-0.056686576,2.7838805,2.358124,0.9236232,1.4795043,3.4101686,2.9008522,-0.040754046,-0.07445334,-0.013801827,-0.10963865,-0.17899074,-0.17856969,0.08011487,-0.5187202,0.24408698,0.32382017,0.042629983,0.04729277,0.030624162,0.020846942
85.62598,86.121086,3.2303197,4.014177,-116.12609,-115.685875,44.579845,48.579903,76.40705,75.22826,-2.664399,-3.0222027,3.9406064,4.4080496,6.7378507,6.732579,0.07210491,0.092895105,-0.07952463,-0.058980424,2.783735,2.3113394,0.89394313,1.5025502,3.4874208,2.9161763,-0.11185456,-0.07519597,-0.099345654,-0.11074395,0.20119898,0.123263195,-0.6802901,-0.31940135,0.1993163,0.28849584,0.050465923,0.059242528,0.022515628,0.026574632
85.67277,86.12739,3.2710147,4.101004,-116.04484,-115.62873,44.799084,48.82364,76.625916,75.4173,-2.61094,-2.9901664,4.056564,4.5322123,6.844123,6.780486,0.08850728,0.1047836,-0.059124034,-0.054507166,2.7881436,2.335712,0.8589509,1.4666104,3.6029577,2.971406,0.068911396,-0.075626634,0.06550718,-0.112052135,-0.22166237,-0.25699314,0.40526897,-0.035213295,0.19976294,0.24872382,0.06293259,0.064452164,0.027002996,0.019133963
85.71344,86.13064,3.304259,4.2130876,-115.98192,-115.545944,45.009796,49.060505,76.83136,75.60612,-2.562983,-2.9763668,4.1644225,4.623745,6.9313054,6.84811,0.08393899,0.121016726,-0.053309027,-0.03335749,2.7811987,2.3368702,0.8139427,1.444758,3.6981008,3.0487869,0.11671411,-0.07435988,0.10380274,-0.10936385,0.23538156,0.17048636,0.40395534,-0.44416374,0.17630537,0.23315185,0.060114022,0.07743063,0.018838052,0.018456679
