,Scale,R2,RMSE,MAE,MAPE,Runtime,VMF
0,34.36070208,0.957542811,1.482334633,1.208866849,0.012993817,48.43470979,P1 Final
0,40.522902,0.901467173,2.839397331,2.573328008,0.038560392,48.43470979,P2 Final
0,23.67286504,0.963350785,0.981441133,0.769364526,0.006975947,48.43470979,P3 Final
0,23.0968368,0.861123865,1.947329935,1.555711904,0.029499714,48.43470979,P4 Final
0,27.64801056,0.976103456,1.061148288,0.762171505,0.010332038,48.43470979,P5 Final
